#{"t_start": 1667833080.0100543, "env_id": "abc-asic-v0"}
r,l,t,nd,lev,seq
0.344575,39,9198.996521,12856.52734375,1482.0750732421875,dc2; dc2; dc2; ifraig; dc2; dc2; dc2; dc2; dc2; dc2; rf -l; dc2; map_mst; ifraig; dc2; dc2; dc2; rf -l; map_mst; ifraig; rfz; map_mst; ifraig; ifraig; rs -K 8 -l; dc2; map_mst; ifraig; rw -l; ifraig; rs -K 8 -l; dc2; b -l; rs -K 8; ifraig; rfz -l; rw -l; rf; rfz -l
0.356085,39,9285.214991,12924.1787109375,1448.42529296875,dc2; dc2; dc2; map_mst; dc2; dc2; ifraig; dc2; dc2; map_mst; ifraig; ifraig; dc2; dc2; dc2; ifraig; dc2; map_mst; ifraig; ifraig; dc2; dc2; dc2; rfz -l; rw -l; rs -K 8; dc2; ifraig; rw -l; rfz -l; dc2; rfz -l; rf; rfz -l; rs -K 8; rw -l; ifraig; dc2; rfz -l
0.375168,39,9379.882423,12909.482421875,1407.1014404296875,dc2; map_mst; ifraig; dc2; dc2; dc2; dc2; rf -l; map_mst; ifraig; dc2; rf; dc2; rfz -l; map_mst; ifraig; dc2; dc2; rfz; rfz -l; ifraig; map_mst; rs -K 8 -l; dc2; rfz -l; ifraig; ifraig; dc2; map_mst; rw -l; ifraig; rw -l; dc2; rfz -l; b; ifraig; rs -K 8; rw -l; rw -l
0.326901,37,9472.285832,13212.74609375,1481.006103515625,dc2; dc2; dc2; dc2; dc2; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rf -l; map_mst; map_mst; rw -l; ifraig; rs -K 8 -l; dc2; dc2; rf -l; ifraig; map_mst; rw -l; dc2; ifraig; dc2; map_mst; rw -l; ifraig; rw -l; dc2; rfz -l; map_mst; rw -l; rw -l; ifraig
0.359219,35,9569.896467,12403.9638671875,1501.82666015625,dc2; map_mst; dc2; ifraig; dc2; rf -l; map_mst; map_mst; rw -l; ifraig; dc2; dc2; dc2; rf -l; map_mst; rfz -l; ifraig; dc2; map_mst; dc2; rfz -l; ifraig; map_mst; rw -l; map_mst; ifraig; rw -l; rw -l; dc2; ifraig; rw -l; rs -K 8; rw -l; ifraig; dc2
0.159987,39,9676.997866,12403.2646484375,1968.8865966796875,map_mst; dc2; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; rf -l; dc2; ifraig; dc2; map_mst; rf -l; ifraig; ifraig; dc2; rwz; rwz -l; rw -l; rw -l; map_mst; ifraig; rfz -l; rw -l; rwz -l; ifraig; map_mst; rs -K 8 -l; rw -l; rfz -l; ifraig; rfz -l; rw -l
0.410026,39,9768.92593,12828.30078125,1337.00927734375,dc2; dc2; dc2; dc2; rf -l; dc2; dc2; dc2; dc2; map_mst; ifraig; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; ifraig; map_mst; rfz -l; rf -l; rw -l; map_mst; ifraig; ifraig; rw -l; dc2; ifraig; dc2; rfz -l; rs -K 8; ifraig; map_mst; rw -l; rw -l; ifraig; dc2
0.330691,30,9857.984765,13699.3681640625,1420.3541259765625,map_mst; map_mst; rfz -l; dc2; map_mst; map_mst; ifraig; rs -K 8 -l; dc2; dc2; dc2; ifraig; dc2; dc2; map_mst; ifraig; rf -l; rf; dc2; dc2; ifraig; map_mst; rw -l; rwz -l; ifraig; map_mst; rw -l; rw -l; ifraig; dc2
0.392169,36,9958.927742,12817.3359375,1378.6563720703125,dc2; map_mst; dc2; dc2; dc2; dc2; dc2; dc2; dc2; rf -l; dc2; map_mst; rw -l; ifraig; dc2; dc2; rf -l; map_mst; ifraig; map_mst; rw -l; dc2; rfz -l; ifraig; rw -l; rw -l; dc2; map_mst; ifraig; rw -l; rw -l; dc2; ifraig; ifraig; rw -l; map_mst
0.33233,39,10048.497147,12261.4296875,1583.03759765625,dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; dc2; dc2; dc2; dc2; rf -l; dc2; dc2; map_mst; ifraig; &ifK3a_ifK3g; rs -K 8 -l; dc2; dc2; rfz -l; ifraig; dc2; map_mst; rw -l; ifraig; rw -l; dc2; map_mst; ifraig; rw -l; ifraig; dc2; rw -l; rw -l; rfz -l; rfz -l; rs -K 8; rw -l
0.374126,39,10148.704022,12866.3251953125,1414.1749267578125,dc2; dc2; map_mst; dc2; map_mst; dc2; map_mst; ifraig; dc2; dc2; dc2; b; rfz -l; rs -K 8; ifraig; rs -K 8 -l; dc2; dc2; rf -l; ifraig; dc2; map_mst; ifraig; ifraig; dc2; dc2; b; ifraig; rs -K 8; ifraig; dc2; rw -l; ifraig; dc2; rs -K 8; ifraig; rw -l; rs -K 8 -l; dc2
0.298326,27,10231.112236,13453.2578125,1516.277099609375,map_mst; dc2; map_mst; map_mst; ifraig; dc2; map_mst; dc2; ifraig; map_mst; dc2; ifraig; rw -l; dc2; dc2; rf -l; map_mst; ifraig; map_mst; rw -l; rfz -l; rw -l; map_mst; ifraig; rfz -l; rw -l; map_mst
0.298383,39,10323.289327,13090.2744140625,1558.1961669921875,map_mst; dc2; dc2; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rf -l; map_mst; map_mst; rw -l; ifraig; dc2; dc2; dc2; ifraig; rf -l; map_mst; map_mst; rw -l; ifraig; rw -l; dc2; rfz -l; ifraig; rs -K 8; rs -K 8 -l; rf -l; ifraig; dc2; rw -l; rw -l; ifraig; rs -K 8 -l; rs -K 8 -l; dc2
0.291194,39,10414.484943,13254.736328125,1554.630615234375,map_mst; dc2; dc2; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; map_mst; ifraig; dc2; ifraig; dc2; rfz; dc2; ifraig; dc2; map_mst; rfz -l; ifraig; rs -K 8 -l; dc2; dc2; rfz -l; ifraig; rs -K 8; rw -l; dc2; ifraig; ifraig; rs -K 8; rw -l; dc2; ifraig; ifraig; rw -l; dc2
0.226527,35,10508.668858,13282.962890625,1692.85986328125,dc2; dc2; map_mst; map_mst; ifraig; map_mst; map_mst; rs -K 8 -l; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; rf -l; map_mst; ifraig; rw -l; dc2; map_mst; ifraig; ifraig; &ifK3a_ifK3g; dc2; rs -K 8 -l; ifraig; rf; rfz -l; rs -K 8; ifraig; rw -l; map_mst
0.275465,39,10611.267345,12718.6591796875,1656.1080322265625,map_mst; dc2; map_mst; dc2; map_mst; rs -K 8 -l; ifraig; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; map_mst; rw -l; map_mst; ifraig; dc2; rw -l; dc2; ifraig; dc2; ifraig; dc2; rfz -l; rs -K 8; ifraig; rw -l; b -l; rs -K 8; ifraig; rw -l; rs -K 8 -l; rfz -l; ifraig; ifraig; rs -K 8
0.304968,39,10697.731462,12664.771484375,1595.4312744140625,dc2; dc2; dc2; dc2; rf -l; map_mst; dc2; map_mst; ifraig; dc2; dc2; dc2; rfz -l; ifraig; dc2; map_mst; dc2; ifraig; ifraig; dc2; dc2; ifraig; rfz -l; rfz -l; dc2; rfz -l; rw -l; ifraig; dc2; rfz -l; rs -K 8; ifraig; map_mst; rw -l; ifraig; rw -l; dc2; rfz -l; rfz -l
0.370786,39,10779.13606,12434.0576171875,1471.1468505859375,map_mst; dc2; dc2; map_mst; ifraig; dc2; map_mst; dc2; ifraig; dc2; dc2; map_mst; ifraig; dc2; ifraig; dc2; rf; rf -l; ifraig; dc2; dc2; map_mst; rfz -l; ifraig; rw -l; dc2; dc2; ifraig; rfz -l; rw -l; dc2; ifraig; rfz -l; rw -l; rfz -l; rs -K 8; rw -l; rfz -l; ifraig
0.431654,39,10872.646658,12632.578125,1307.950439453125,dc2; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rf -l; map_mst; dc2; ifraig; dc2; rf -l; dc2; map_mst; ifraig; map_mst; rw -l; dc2; ifraig; dc2; rfz -l; map_mst; ifraig; rw -l; ifraig; dc2; ifraig; rwz -l; rfz -l; rf; rw -l; ifraig; dc2; rfz -l; rfz -l; rs -K 8; rs -K 8
0.403247,39,10960.713434,12868.658203125,1348.130859375,dc2; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rf -l; dc2; dc2; dc2; rfz -l; rfz -l; map_mst; map_mst; ifraig; ifraig; dc2; dc2; dc2; ifraig; rf -l; dc2; dc2; ifraig; rw -l; dc2; dc2; ifraig; rfz -l; map_mst; rw -l; ifraig; rw -l; dc2; rfz -l; rfz -l; ifraig
0.263142,39,11042.279859,12668.50390625,1690.943115234375,map_mst; dc2; map_mst; map_mst; ifraig; rs -K 8 -l; dc2; dc2; rf -l; dc2; rf; map_mst; ifraig; dc2; dc2; dc2; b; rfz -l; rfz -l; rfz -l; rfz -l; rs -K 8; map_mst; ifraig; rw -l; rw -l; dc2; rfz; ifraig; b; rw -l; rfz -l; rfz -l; ifraig; rs -K 8; rwz -l; rw -l; ifraig; rw -l
0.339998,39,11136.688611,12422.16015625,1544.6109619140625,dc2; map_mst; dc2; dc2; dc2; rf -l; map_mst; dc2; b; rfz -l; map_mst; ifraig; map_mst; rw -l; dc2; ifraig; dc2; dc2; &ifK3a_ifK3g; rf -l; rf -l; map_mst; rw -l; ifraig; dc2; dc2; rfz -l; ifraig; rfz -l; rs -K 8 -l; rwz; rfz -l; rs -K 8; rw -l; ifraig; rw -l; dc2; rfz -l; ifraig
0.220412,39,11227.638894,12524.3369140625,1809.593505859375,map_mst; dc2; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; dc2; rf -l; dc2; rf -l; dc2; map_mst; rw -l; ifraig; dc2; dc2; map_mst; ifraig; rw -l; rs -K 8 -l; dc2; dc2; rfz -l; rfz -l; ifraig; rwz; rf; rf; rs -K 8; rw -l; ifraig; dc2; rfz -l; rs -K 8; ifraig; rw -l
0.420281,39,11320.658491,12364.7734375,1363.019287109375,dc2; dc2; map_mst; dc2; dc2; ifraig; dc2; dc2; dc2; rf -l; map_mst; map_mst; rw -l; rw -l; dc2; map_mst; ifraig; rw -l; dc2; dc2; ifraig; rf -l; dc2; dc2; ifraig; ifraig; dc2; dc2; rfz -l; rfz -l; ifraig; map_mst; rw -l; rw -l; ifraig; dc2; rs -K 8; rw -l; rfz -l
0.388185,36,11416.547394,12147.822265625,1464.1727294921875,dc2; dc2; dc2; dc2; rf -l; map_mst; map_mst; ifraig; dc2; dc2; rf -l; map_mst; map_mst; ifraig; rfz -l; rw -l; dc2; rfz -l; map_mst; ifraig; rw -l; map_mst; dc2; rfz -l; rfz -l; rfz -l; ifraig; map_mst; rw -l; ifraig; rw -l; dc2; ifraig; rfz -l; rfz -l; map_mst
0.389237,39,11499.546169,12515.005859375,1418.772216796875,map_mst; dc2; dc2; rf -l; dc2; dc2; dc2; rf -l; dc2; map_mst; map_mst; ifraig; rw -l; dc2; dc2; ifraig; dc2; map_mst; rfz -l; ifraig; rw -l; dc2; dc2; rfz -l; rfz -l; rfz -l; rs -K 8; rw -l; ifraig; dc2; dc2; rfz -l; rs -K 8; rs -K 8; rw -l; ifraig; rw -l; dc2; rfz -l
0.266781,39,11584.667109,12259.796875,1738.6861572265625,map_mst; dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; dc2; ifraig; b; map_mst; rw -l; rw -l; dc2; dc2; ifraig; b; rw -l; rf; ifraig; dc2; dc2; rfz -l; ifraig; dc2; map_mst; rw -l; rw -l; ifraig; dc2; rfz -l; rs -K 8; ifraig; rw -l; rw -l; dc2; ifraig; rfz -l
0.275125,39,11672.531022,12425.6591796875,1695.954833984375,map_mst; dc2; dc2; dc2; dc2; rf -l; map_mst; dc2; map_mst; ifraig; dc2; map_mst; ifraig; ifraig; dc2; dc2; rf -l; b; rfz -l; map_mst; rw -l; dc2; rfz -l; ifraig; rfz -l; rfz -l; dc2; rw -l; ifraig; ifraig; dc2; rs -K 8 -l; ifraig; b; rw -l; rw -l; rfz -l; rfz -l; rfz -l
0.352447,39,11757.882576,12556.99609375,1499.2017822265625,dc2; dc2; dc2; map_mst; ifraig; dc2; dc2; map_mst; ifraig; dc2; map_mst; &ifK3a_ifK3g; rf -l; map_mst; dc2; ifraig; dc2; b; rwz -l; rfz -l; rs -K 8; ifraig; dc2; ifraig; dc2; rf -l; map_mst; rw -l; rw -l; ifraig; dc2; ifraig; dc2; rfz -l; rw -l; rfz -l; rs -K 8; rfz -l; rs -K 8
0.347484,35,11844.714943,12194.01171875,1555.66259765625,map_mst; dc2; map_mst; ifraig; dc2; dc2; dc2; rwz -l; map_mst; ifraig; dc2; ifraig; dc2; dc2; rf -l; map_mst; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; rfz -l; map_mst; ifraig; rw -l; rw -l; dc2; ifraig; rfz -l; rfz -l; map_mst; rw -l
0.368266,36,11933.307701,12365.47265625,1485.233154296875,dc2; dc2; dc2; map_mst; ifraig; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; map_mst; map_mst; ifraig; rw -l; dc2; dc2; ifraig; rwz -l; rfz -l; map_mst; ifraig; rw -l; map_mst; rfz -l; ifraig; rw -l; dc2; ifraig; rfz -l; rw -l; dc2; ifraig
0.386249,39,12021.042529,13427.1298828125,1328.8624267578125,dc2; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; dc2; rf -l; dc2; ifraig; dc2; dc2; rfz -l; rfz -l; map_mst; rw -l; rs -K 8 -l; ifraig; dc2; ifraig; dc2; rw -l; ifraig; ifraig; dc2; b; rf; rs -K 8; rs -K 8
0.333237,32,12118.810553,12600.3857421875,1538.362548828125,dc2; dc2; map_mst; dc2; map_mst; ifraig; map_mst; dc2; dc2; ifraig; dc2; map_mst; dc2; ifraig; dc2; map_mst; rwz -l; rfz -l; rw -l; map_mst; map_mst; rw -l; ifraig; rw -l; dc2; dc2; rfz -l; ifraig; rs -K 8; rw -l; dc2; ifraig
0.336152,39,12211.082993,12714.4599609375,1517.895263671875,dc2; dc2; dc2; dc2; dc2; map_mst; b -l; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; map_mst; rfz -l; ifraig; dc2; dc2; rfz; rfz -l; map_mst; map_mst; rw -l; ifraig; map_mst; rw -l; dc2; ifraig; dc2; rfz -l; rfz -l; rfz -l; map_mst; rfz -l; rw -l; rw -l; dc2; rfz -l
0.312851,38,12316.920175,12600.15234375,1585.42626953125,dc2; dc2; dc2; rf -l; rfz; dc2; dc2; map_mst; rfz; map_mst; map_mst; ifraig; dc2; dc2; map_mst; ifraig; ifraig; map_mst; dc2; ifraig; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; rfz -l; rfz -l; map_mst; ifraig; rw -l; ifraig; dc2; ifraig; rw -l; ifraig
0.337587,39,12409.423326,12963.6025390625,1485.5037841796875,dc2; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; rf -l; dc2; dc2; map_mst; ifraig; map_mst; ifraig; dc2; map_mst; ifraig; ifraig; dc2; dc2; b; rs -K 8; rs -K 8; rfz -l; rw -l; ifraig; dc2; dc2; rfz -l; ifraig; rfz; dc2; rw -l; rs -K 8; ifraig; rw -l; rs -K 8 -l
0.031505,39,12511.192178,12529.7021484375,2247.125,dc2; dc2; map_mst; dc2; map_mst; ifraig; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; ifraig; dc2; dc2; rwz -l; rfz -l; map_mst; ifraig; ifraig; dc2; dc2; rfz -l; rfz -l; map_mst; rw -l; ifraig; rw -l; dc2; dc2; rfz -l; rs -K 8; rw -l; ifraig; rw -l; dc2; ifraig
0.349728,32,12609.100127,12623.013671875,1497.624755859375,dc2; dc2; dc2; dc2; rf -l; map_mst; dc2; map_mst; ifraig; map_mst; map_mst; map_mst; ifraig; rw -l; dc2; dc2; ifraig; dc2; rf -l; dc2; map_mst; rw -l; ifraig; dc2; map_mst; ifraig; rw -l; rw -l; dc2; rfz -l; rfz -l; ifraig
0.354908,37,12707.669981,12413.0625,1510.8233642578125,dc2; dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; dc2; rfz; map_mst; ifraig; map_mst; ifraig; dc2; ifraig; dc2; dc2; map_mst; ifraig; rw -l; dc2; dc2; rfz; ifraig; dc2; map_mst; rw -l; ifraig; rw -l; dc2; rs -K 8 -l; ifraig; rfz -l; rw -l; rs -K 8 -l; rfz -l
0.302052,39,12814.040443,12832.9658203125,1581.1280517578125,dc2; dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; dc2; rf -l; map_mst; map_mst; ifraig; ifraig; dc2; dc2; rf -l; map_mst; ifraig; dc2; map_mst; rw -l; ifraig; rs -K 8 -l; dc2; dc2; rfz -l; ifraig; rw -l; dc2; ifraig; rs -K 8 -l; b; rf; rs -K 8; rfz -l; rs -K 8; rw -l; rw -l
0.298745,39,12914.952139,12711.4267578125,1603.80908203125,dc2; dc2; dc2; map_mst; rwz -l; map_mst; ifraig; dc2; dc2; dc2; rf -l; map_mst; map_mst; ifraig; rw -l; map_mst; dc2; ifraig; ifraig; dc2; dc2; rfz -l; ifraig; dc2; map_mst; rw -l; ifraig; rw -l; dc2; rw -l; ifraig; rf; rw -l; dc2; ifraig; rfz -l; rw -l; rs -K 8 -l; ifraig
0.408319,39,13018.010398,12395.7998046875,1387.66162109375,dc2; dc2; dc2; map_mst; map_mst; ifraig; dc2; map_mst; dc2; ifraig; dc2; map_mst; dc2; ifraig; ifraig; dc2; dc2; map_mst; rfz -l; ifraig; rw -l; dc2; dc2; rfz -l; ifraig; map_mst; rw -l; dc2; ifraig; rs -K 8 -l; rfz -l; dc2; rfz -l; rs -K 8; rfz -l; rs -K 8; ifraig; rs -K 8 -l; rf
0.373971,39,13121.394173,12649.8408203125,1438.7332763671875,dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; map_mst; dc2; rfz -l; ifraig; dc2; dc2; map_mst; ifraig; rw -l; dc2; dc2; ifraig; rfz; dc2; map_mst; rw -l; ifraig; rw -l; dc2; dc2; rfz -l; ifraig; rs -K 8 -l; rs -K 8 -l; rs -K 8 -l; ifraig; rs -K 8 -l; dc2; rf
0.371017,35,13237.537137,12354.0419921875,1480.13134765625,dc2; dc2; dc2; map_mst; map_mst; map_mst; ifraig; dc2; map_mst; dc2; ifraig; map_mst; rs -K 8 -l; dc2; ifraig; dc2; map_mst; ifraig; rw -l; dc2; dc2; rf; ifraig; dc2; dc2; rfz -l; ifraig; rw -l; dc2; rf; ifraig; ifraig; dc2; rf; map_mst
0.398952,39,13336.251803,12388.1015625,1410.5062255859375,dc2; dc2; dc2; dc2; rfz; map_mst; dc2; ifraig; &ifK3a_ifK3g; dc2; dc2; rf -l; map_mst; map_mst; ifraig; dc2; dc2; map_mst; ifraig; dc2; ifraig; dc2; b; b; rfz -l; rs -K 8; rs -K 8; ifraig; rw -l; dc2; rs -K 8 -l; ifraig; rfz -l; dc2; rw -l; ifraig; rf; dc2; rfz -l
0.28514,32,13429.645772,12298.521484375,1689.814697265625,map_mst; dc2; dc2; rf -l; rf -l; dc2; map_mst; map_mst; ifraig; dc2; dc2; rf -l; map_mst; map_mst; rw -l; rw -l; dc2; dc2; rf -l; map_mst; ifraig; dc2; rw -l; dc2; ifraig; dc2; ifraig; dc2; rfz -l; rw -l; rfz -l; map_mst
0.218105,39,13521.206893,12575.658203125,1807.543212890625,dc2; dc2; dc2; dc2; rf -l; map_mst; map_mst; map_mst; ifraig; ifraig; dc2; dc2; b; rf -l; rfz -l; map_mst; map_mst; rw -l; ifraig; dc2; dc2; ifraig; rfz -l; dc2; dc2; ifraig; rfz -l; map_mst; rw -l; ifraig; rw -l; dc2; rf; ifraig; rw -l; dc2; rf; ifraig; rf
0.321701,32,13611.459346,12883.8212890625,1530.5494384765625,dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; map_mst; ifraig; map_mst; ifraig; map_mst; rw -l; dc2; ifraig; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; dc2; rf -l; rw -l; rwz -l; map_mst; ifraig; rw -l; rs -K 8 -l; dc2; ifraig; dc2
0.236027,28,13698.910856,13226.7431640625,1679.1741943359375,map_mst; dc2; map_mst; map_mst; rfz; dc2; map_mst; map_mst; ifraig; dc2; map_mst; rs -K 8 -l; ifraig; dc2; dc2; ifraig; rwz -l; map_mst; rw -l; ifraig; dc2; dc2; rfz -l; rfz; rs -K 8; rw -l; rw -l; map_mst
0.316278,39,13790.961453,12715.859375,1563.163330078125,dc2; map_mst; dc2; map_mst; rw -l; dc2; map_mst; dc2; ifraig; dc2; dc2; map_mst; rw -l; ifraig; dc2; dc2; rfz; b; rfz -l; rs -K 8; ifraig; dc2; map_mst; rw -l; ifraig; rw -l; dc2; rs -K 8 -l; ifraig; dc2; rs -K 8 -l; b -l; rfz -l; rs -K 8; rs -K 8; ifraig; rw -l; rf; rs -K 8 -l
0.376701,39,13889.116081,13126.8984375,1380.4013671875,dc2; dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; dc2; rf -l; map_mst; map_mst; rw -l; ifraig; dc2; dc2; rf -l; rwz -l; map_mst; map_mst; rw -l; rw -l; rw -l; dc2; ifraig; dc2; rfz -l; rw -l; ifraig; dc2; rf; rf; ifraig; dc2; rf; ifraig; b; rw -l; rw -l
0.33593,39,13994.331879,12609.9501953125,1530.9862060546875,dc2; map_mst; map_mst; dc2; ifraig; dc2; dc2; map_mst; ifraig; dc2; map_mst; dc2; ifraig; dc2; map_mst; rw -l; ifraig; dc2; dc2; rfz -l; rfz; ifraig; dc2; ifraig; dc2; rfz -l; rw -l; rfz; rw -l; rs -K 8 -l; ifraig; dc2; rf; b -l; ifraig; rf; rw -l; dc2; ifraig
0.260696,39,14090.595597,13189.41796875,1629.5528564453125,map_mst; dc2; dc2; rf -l; map_mst; map_mst; dc2; ifraig; dc2; map_mst; dc2; ifraig; dc2; rwz; dc2; rf -l; rwz -l; map_mst; map_mst; rw -l; rs -K 8 -l; ifraig; dc2; dc2; rfz -l; rfz -l; ifraig; rs -K 8 -l; dc2; rw -l; ifraig; rw -l; dc2; rw -l; rfz -l; rs -K 8 -l; ifraig; rs -K 8; rw -l
0.303891,39,14187.787926,13983.0361328125,1447.260009765625,dc2; dc2; rfz; map_mst; map_mst; map_mst; ifraig; dc2; map_mst; dc2; ifraig; map_mst; rw -l; dc2; ifraig; dc2; ifraig; dc2; rwz -l; map_mst; ifraig; rw -l; dc2; dc2; rfz -l; ifraig; ifraig; dc2; rf; rs -K 8 -l; b -l; ifraig; rf; rs -K 8; rs -K 8 -l; ifraig; &ifK3a_ifK3g; rf; rf
0.363008,32,14279.112302,12923.478515625,1432.9322509765625,dc2; dc2; dc2; map_mst; rf -l; rwz -l; map_mst; map_mst; rw -l; dc2; map_mst; ifraig; map_mst; rw -l; dc2; ifraig; map_mst; rw -l; dc2; ifraig; dc2; rf -l; map_mst; ifraig; dc2; rw -l; rs -K 8 -l; ifraig; dc2; ifraig; dc2; ifraig
0.381579,39,14370.11574,12658.005859375,1420.332275390625,dc2; dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; map_mst; rfz -l; ifraig; dc2; map_mst; dc2; rw -l; ifraig; dc2; dc2; rf -l; rf -l; map_mst; rwz -l; rw -l; ifraig; dc2; dc2; rfz -l; ifraig; rw -l; dc2; rw -l; ifraig; rw -l; dc2; rs -K 8 -l; rfz -l; ifraig; ifraig; dc2
0.363561,34,14474.564665,12739.1875,1452.399658203125,dc2; map_mst; map_mst; map_mst; ifraig; dc2; dc2; dc2; rf -l; rwz -l; map_mst; map_mst; ifraig; rw -l; dc2; dc2; rfz -l; rfz -l; map_mst; rw -l; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; rf; rw -l; ifraig; dc2
0.377775,35,14577.676383,13051.783203125,1385.952392578125,map_mst; map_mst; dc2; dc2; ifraig; map_mst; dc2; dc2; rf -l; map_mst; map_mst; rw -l; ifraig; dc2; dc2; map_mst; rw -l; rw -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; rw -l; rs -K 8 -l; dc2; ifraig; rs -K 8 -l; ifraig; dc2; rf; ifraig; rs -K 8 -l; dc2
0.34123,32,14674.253721,13041.0517578125,1468.56005859375,dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; map_mst; ifraig; map_mst; rs -K 8 -l; dc2; rfz -l; ifraig; map_mst; dc2; rw -l; ifraig; dc2; map_mst; ifraig; rw -l; dc2; map_mst; ifraig; rw -l; rw -l; dc2; ifraig; rs -K 8 -l; ifraig; dc2
0.260575,26,14765.440722,14283.5009765625,1504.9781494140625,dc2; dc2; map_mst; map_mst; map_mst; map_mst; rw -l; ifraig; dc2; dc2; map_mst; ifraig; map_mst; rw -l; dc2; ifraig; dc2; map_mst; rw -l; ifraig; dc2; map_mst; rw -l; ifraig; &ifK3a_ifK3g; dc2
0.398057,36,14862.755155,12640.509765625,1384.399169921875,dc2; dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; map_mst; ifraig; dc2; map_mst; map_mst; ifraig; rw -l; dc2; dc2; ifraig; rf -l; dc2; dc2; map_mst; ifraig; rw -l; rw -l; dc2; ifraig; ifraig; rf; dc2; rs -K 8 -l; ifraig; rfz -l; dc2; rf; ifraig
0.268965,31,14953.007489,13289.4951171875,1599.1923828125,dc2; dc2; dc2; map_mst; map_mst; &ifK3a_ifK3g; map_mst; dc2; map_mst; rw -l; ifraig; dc2; dc2; rwz -l; map_mst; ifraig; map_mst; rw -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; rf; map_mst; rs -K 8 -l; ifraig; rs -K 8 -l; rf; dc2
0.279542,39,15047.100239,12477.9140625,1678.5615234375,dc2; dc2; dc2; map_mst; map_mst; rw -l; &ifK3a_ifK3g; dc2; dc2; rf -l; map_mst; map_mst; rw -l; &ifK3a_ifK3g; dc2; rf; rf -l; map_mst; dc2; ifraig; rw -l; dc2; dc2; rfz -l; ifraig; ifraig; dc2; dc2; ifraig; rfz -l; rw -l; dc2; ifraig; rf; ifraig; dc2; rw -l; rw -l; rw -l
0.422809,39,15166.03818,12405.130859375,1352.66162109375,dc2; dc2; dc2; dc2; rf -l; map_mst; dc2; dc2; map_mst; ifraig; map_mst; dc2; dc2; rfz -l; map_mst; ifraig; dc2; rw -l; dc2; ifraig; dc2; b; rf -l; rf -l; map_mst; rw -l; rw -l; ifraig; dc2; dc2; rfz -l; ifraig; rw -l; dc2; rw -l; rw -l; ifraig; rf; dc2
0.429963,39,15255.910446,12789.8095703125,1295.715576171875,dc2; dc2; dc2; map_mst; rf -l; dc2; map_mst; dc2; ifraig; dc2; dc2; map_mst; ifraig; dc2; map_mst; dc2; ifraig; rw -l; dc2; dc2; ifraig; b; rs -K 8 -l; &ifK3a_ifK3g; rfz -l; rs -K 8; rf; ifraig; dc2; rfz -l; rw -l; ifraig; rs -K 8 -l; dc2; rf; rfz -l; ifraig; rf; rw -l
0.390649,39,15352.201703,12675.2685546875,1397.59423828125,dc2; dc2; dc2; map_mst; map_mst; ifraig; dc2; dc2; map_mst; rw -l; ifraig; dc2; dc2; rwz -l; map_mst; rw -l; rw -l; ifraig; dc2; dc2; ifraig; rf -l; dc2; map_mst; rw -l; ifraig; rw -l; dc2; dc2; ifraig; rfz -l; rw -l; rw -l; rf; ifraig; dc2; rf; rf; ifraig
