#{"t_start": 1667833080.0100543, "env_id": "abc-asic-v0"}
r,l,t,nd,lev,seq
0.314271,39,831.43082,13821.140625,1442.3798828125,rs -K 8 -l; map_mst; rs -K 8 -l; rfz; &ifK3a_ifK3g; rwz; map_mst; ifraig; rf; rw; rwz; rs -K 8 -l; rw; rf; rfz -l; dc2; rf -l; rs -K 8 -l; b; rwz; rfz; dc2; rfz; rfz -l; map_mst; rfz -l; dc2; rf -l; dc2; rs -K 8; rwz; ifraig; rfz -l; rfz -l; &ifK3a_ifK3g; rf; rw -l; ifraig; rfz
0.298432,39,888.198665,13869.1962890625,1470.5810546875,dc2; map_mst; &ifK3a_ifK3g; rf; map_mst; &ifK3a_ifK3g; ifraig; rs -K 8; &ifK3a_ifK3g; rw; rs -K 8 -l; rw; dc2; rf -l; rf; b; &ifK3a_ifK3g; b -l; b; rfz; dc2; rf; rfz; rf -l; dc2; dc2; rs -K 8; rf -l; rf -l; dc2; rf; rs -K 8; rs -K 8; rw -l; rwz; rfz; rs -K 8 -l; rs -K 8; rf
-0.163285,39,917.141084,14715.5361328125,2298.162109375,rwz; b; rwz; dc2; rf -l; b -l; rf -l; &ifK3a_ifK3g; rf -l; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8 -l; b; rw; b -l; rfz -l; b; rf; rw -l; rf -l; rs -K 8; dc2; rf -l; rs -K 8; rs -K 8; rf; b -l; rw; rfz; rf; dc2; rfz; rfz; rs -K 8; b -l; dc2; ifraig; rfz -l; b -l
0.294098,39,949.696961,14245.4765625,1440.58251953125,b -l; rf; dc2; rwz; b; rfz -l; b; rs -K 8; b; ifraig; b; rf -l; rf; rs -K 8; rf -l; rs -K 8; b -l; rf -l; rwz; rf -l; rs -K 8; rf -l; rfz; rwz -l; rfz -l; rf; rfz; rfz; ifraig; &ifK3a_ifK3g; rfz; dc2; dc2; rw; b -l; ifraig; ifraig; rfz; rw
0.217005,39,993.227716,14186.689453125,1604.53369140625,b -l; rf -l; rwz; &ifK3a_ifK3g; rf -l; &ifK3a_ifK3g; rwz; rf -l; b -l; rwz -l; rwz; rfz; dc2; &ifK3a_ifK3g; rfz; rf; rf -l; rfz; b -l; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; rwz; rs -K 8; rf -l; rf -l; &ifK3a_ifK3g; rwz -l; ifraig; ifraig; rw; map_mst; rfz -l; ifraig; ifraig; dc2; rwz; dc2; rs -K 8
0.197305,39,1037.090804,15742.4345703125,1482.34521484375,b -l; dc2; rf; b; &ifK3a_ifK3g; &ifK3a_ifK3g; &ifK3a_ifK3g; rs -K 8; rfz; rf; b; ifraig; rs -K 8 -l; rw; b; rf -l; dc2; b; &ifK3a_ifK3g; rwz; rwz; rs -K 8; dc2; rwz; rs -K 8; rf -l; b; rf -l; dc2; rfz; rs -K 8 -l; rwz; &ifK3a_ifK3g; &ifK3a_ifK3g; rf; rfz; rw -l; dc2; &ifK3a_ifK3g
0.056362,39,1069.081025,14307.0625,1917.457763671875,&ifK3a_ifK3g; rs -K 8; rs -K 8; rs -K 8; rwz; rf -l; rfz -l; rs -K 8; rw -l; &ifK3a_ifK3g; &ifK3a_ifK3g; b -l; rwz; rf -l; rwz; b; rf -l; rfz -l; rw; rwz; rfz; &ifK3a_ifK3g; ifraig; rf; dc2; rf -l; rfz -l; rs -K 8 -l; rw -l; rw; b -l; &ifK3a_ifK3g; rf -l; rfz; rfz; rfz -l; rw; dc2; dc2
0.223507,39,1108.737596,14534.0439453125,1553.1802978515625,rs -K 8 -l; rwz; rs -K 8; rs -K 8; rf; rf -l; rfz -l; rwz; b; dc2; rwz; rw; rf; ifraig; dc2; rw -l; &ifK3a_ifK3g; b; dc2; rf -l; rwz; rw -l; dc2; rwz; rs -K 8 -l; rf -l; rwz; rwz; rf -l; rf -l; rw -l; rf; dc2; rs -K 8; b; b; b; rs -K 8; rf -l
0.289241,39,1149.029638,14548.5068359375,1420.28173828125,dc2; rs -K 8 -l; b; rs -K 8 -l; &ifK3a_ifK3g; b -l; rwz; rw; rw -l; dc2; dc2; b; b; rf -l; rf -l; rs -K 8; rf; &ifK3a_ifK3g; &ifK3a_ifK3g; rf -l; rwz; rwz; rs -K 8 -l; rwz; ifraig; rwz; rfz; ifraig; rfz -l; rfz -l; rw -l; &ifK3a_ifK3g; dc2; rwz; rs -K 8; rf -l; b; rfz; ifraig
0.260141,39,1178.332209,15027.4306640625,1431.3133544921875,rs -K 8; rfz; dc2; b; rf; b; rs -K 8; rf -l; rf -l; rf -l; b; rf; rwz -l; &ifK3a_ifK3g; rs -K 8; rf -l; rwz; rwz -l; rs -K 8 -l; rf -l; ifraig; dc2; rf -l; rs -K 8 -l; rf -l; ifraig; b -l; &ifK3a_ifK3g; rfz; rf -l; rs -K 8 -l; rwz; rf -l; rwz; rf -l; ifraig; ifraig; ifraig; rfz -l
0.206678,39,1213.576308,14680.77734375,1570.9825439453125,b -l; rfz; rs -K 8 -l; dc2; rw; rw; b; rwz; rs -K 8; rf -l; rwz; rfz; rwz; rf; b -l; rfz; rwz -l; rwz; rwz; rfz; rw -l; rf; rs -K 8 -l; rfz; &ifK3a_ifK3g; rfz; map_mst; rs -K 8; &ifK3a_ifK3g; dc2; rf -l; b; rwz -l; rwz; rfz; rfz; rwz; rfz -l; rfz
0.182886,39,1245.021454,15090.8828125,1574.1224365234375,&ifK3a_ifK3g; rs -K 8; rwz -l; rwz; rf -l; rfz; dc2; &ifK3a_ifK3g; rs -K 8; &ifK3a_ifK3g; rs -K 8 -l; dc2; rs -K 8; rf -l; rf; rwz; rf -l; rs -K 8; rwz; rfz -l; &ifK3a_ifK3g; rs -K 8 -l; rwz; rs -K 8; b; rs -K 8; b; rf -l; dc2; rf -l; rf -l; rf; rf -l; rwz; rfz; rs -K 8 -l; b; b; rw
0.180611,39,1295.042627,15354.72265625,1551.3818359375,rwz; rf; map_mst; rs -K 8; dc2; b; map_mst; &ifK3a_ifK3g; rwz; b; b; rwz -l; rwz; rf -l; rwz -l; rwz -l; rw -l; dc2; rw -l; rs -K 8 -l; rw; &ifK3a_ifK3g; rfz; map_mst; b -l; dc2; ifraig; rfz; b -l; rfz; rw; dc2; rw; ifraig; rw; rwz -l; ifraig; &ifK3a_ifK3g; rfz
0.053326,39,1341.422186,13091.9072265625,2102.171875,rs -K 8; rf -l; rs -K 8; rwz -l; rw; map_mst; b -l; &ifK3a_ifK3g; rs -K 8 -l; &ifK3a_ifK3g; rs -K 8 -l; b -l; rw -l; rf; map_mst; rf; rfz -l; rw; rwz; rwz; rf -l; rs -K 8; rfz; rfz; dc2; dc2; rs -K 8; b -l; rs -K 8; dc2; rf -l; ifraig; rwz -l; ifraig; rfz -l; ifraig; rwz; ifraig; ifraig
-0.002994,39,1381.906497,16016.5380859375,1820.540771484375,rwz; b -l; rf; rwz; rf -l; b; rwz -l; rwz -l; rfz; rfz -l; dc2; b -l; b -l; rwz -l; rfz -l; rf; &ifK3a_ifK3g; rwz; rwz; b -l; rs -K 8; rfz -l; rs -K 8; dc2; rs -K 8; rf; ifraig; ifraig; rf -l; rwz; rs -K 8; rs -K 8; rf; rfz; ifraig; map_mst; dc2; &ifK3a_ifK3g; map_mst
-0.985703,39,1413.236303,17094.291015625,3377.02294921875,&ifK3a_ifK3g; &ifK3a_ifK3g; rwz; rf -l; rwz; rf -l; rs -K 8; dc2; &ifK3a_ifK3g; rwz; rf -l; rwz; rwz; rwz; rwz; b -l; rwz; rwz; &ifK3a_ifK3g; rwz; rfz; rwz; ifraig; b -l; ifraig; b -l; &ifK3a_ifK3g; rw -l; rwz; rwz; rfz; rfz; rfz; &ifK3a_ifK3g; rfz; rs -K 8 -l; rf -l; b; b -l
0.195652,39,1453.682775,14192.2890625,1647.63916015625,ifraig; rf -l; rwz -l; rf -l; rwz -l; rf -l; rwz; rf -l; rf -l; rfz; &ifK3a_ifK3g; rwz; rfz; rwz; dc2; b -l; dc2; ifraig; b -l; rf; rf -l; rf; rf -l; rf -l; map_mst; rs -K 8 -l; ifraig; rf -l; rf -l; rfz; rwz; rwz; rs -K 8 -l; b -l; b; rwz -l; rwz -l; ifraig; ifraig
0.300077,39,1491.111229,14783.1865234375,1376.426025390625,b -l; rf -l; rf -l; &ifK3a_ifK3g; dc2; rwz -l; rf -l; b -l; rf -l; rwz; rwz -l; b -l; rwz -l; rfz -l; rwz; b; rwz -l; rf -l; rfz; rwz -l; rwz; b -l; rwz -l; rf -l; rwz -l; rwz -l; b -l; dc2; rf -l; rf; rf -l; rwz -l; rwz; rf -l; ifraig; rs -K 8; rwz; rw; rf -l
0.155154,39,1521.246073,14844.7724609375,1654.5296630859375,rwz; rf -l; rf -l; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz; rwz; rwz; rf -l; rwz; b -l; rwz; rf -l; rwz; rf -l; rwz; rwz; rf -l; rf -l; b; rf -l; b; rwz -l; rwz -l; b; rwz -l; rwz -l; rwz; rwz -l; rs -K 8; rs -K 8; rs -K 8; rf; rs -K 8; rf; b -l; ifraig; rf -l; rwz
0.163186,39,1553.927839,14630.85546875,1662.761962890625,rs -K 8; b -l; b -l; rfz -l; b; rwz; &ifK3a_ifK3g; rwz; ifraig; rwz; &ifK3a_ifK3g; rf -l; b; rwz; rf -l; rwz; rf -l; rs -K 8 -l; rf -l; b -l; rf -l; rfz; &ifK3a_ifK3g; rwz; rwz; rf; rs -K 8; rwz; rf -l; b -l; rs -K 8; ifraig; rf; dc2; rwz; rf -l; rwz; b; rwz
0.183197,39,1586.994677,15302.9345703125,1551.720703125,dc2; dc2; dc2; b; ifraig; b -l; rfz; &ifK3a_ifK3g; rwz; rwz; rs -K 8; rs -K 8 -l; rwz; b; rwz -l; ifraig; rfz -l; ifraig; dc2; &ifK3a_ifK3g; ifraig; rf -l; rwz; b -l; rf; rs -K 8; ifraig; rs -K 8; rs -K 8; b -l; rf; rf; rwz; rf; b; rf -l; rs -K 8; rs -K 8; b
0.107726,39,1628.216141,14789.0185546875,1754.00048828125,rf; rs -K 8; rf; rf -l; rwz; b; rf -l; rwz -l; rwz -l; dc2; rwz -l; b -l; rf -l; rwz -l; b -l; rwz; rwz -l; ifraig; b -l; dc2; dc2; rwz; rfz; rf -l; b -l; rfz -l; ifraig; rwz; rwz -l; rs -K 8 -l; rs -K 8; rs -K 8; b; rf -l; rfz; ifraig; rwz; dc2; rf
0.190689,39,1672.558347,13826.7392578125,1701.6343994140625,rf -l; b -l; rwz; rwz; rf -l; rfz; rfz; dc2; rw; rf; rs -K 8; rw; rs -K 8; b; b -l; dc2; rf; b -l; rw -l; ifraig; rwz -l; dc2; rs -K 8 -l; rwz; rs -K 8; rf -l; rf -l; rwz -l; map_mst; dc2; rf -l; rf -l; rwz -l; ifraig; rwz -l; rfz -l; dc2; rfz -l; dc2
0.262966,39,1720.687373,13582.0283203125,1577.5877685546875,dc2; b -l; rf -l; map_mst; rs -K 8; rf -l; dc2; dc2; rwz; rs -K 8; rs -K 8; b -l; rs -K 8; rs -K 8; rwz; rs -K 8; b -l; rwz; rf; rwz; rf -l; rwz -l; rfz -l; rs -K 8; ifraig; map_mst; b -l; dc2; ifraig; rf -l; rf; dc2; rs -K 8; ifraig; rs -K 8; rf -l; rfz -l; rwz -l; rwz -l
0.310851,39,1760.057142,14266.23828125,1404.3468017578125,rwz -l; rf -l; dc2; b -l; rf -l; rs -K 8; rwz -l; &ifK3a_ifK3g; rwz; rs -K 8; rwz; rf -l; dc2; rf -l; b; map_mst; rwz -l; ifraig; rs -K 8; &ifK3a_ifK3g; rs -K 8 -l; rs -K 8; rf -l; b -l; b -l; rwz -l; rwz; rs -K 8; rwz -l; rfz -l; rfz -l; rw -l; dc2; rfz -l; dc2; rs -K 8; rs -K 8; ifraig; rs -K 8 -l
-0.012052,39,1824.976005,15468.330078125,1902.0863037109375,rs -K 8; rf; b; ifraig; rwz; b; rwz; rwz -l; rwz; rfz; rw -l; rfz; rw; dc2; rf -l; b -l; rs -K 8; b; rs -K 8 -l; rf; map_mst; dc2; &ifK3a_ifK3g; rf; rs -K 8; rs -K 8; rs -K 8; map_mst; rs -K 8 -l; rs -K 8; rs -K 8 -l; rs -K 8; rf -l; b; rs -K 8; rw -l; ifraig; rw; map_mst
0.359193,39,1868.788682,13938.9462890625,1336.4971923828125,rf -l; dc2; rwz; b -l; b -l; rf -l; rwz; rf -l; b -l; rf -l; rwz -l; rwz -l; rwz -l; rfz -l; rfz -l; dc2; rs -K 8; dc2; b -l; dc2; rf -l; rwz -l; rfz; rw -l; &ifK3a_ifK3g; rs -K 8 -l; rf -l; rf -l; rf -l; rwz; rwz -l; rwz -l; rf -l; map_mst; rw -l; ifraig; rs -K 8 -l; rf -l; rs -K 8
0.237505,39,1924.731543,13972.5390625,1586.4713134765625,map_mst; rf -l; map_mst; &ifK3a_ifK3g; rf -l; rwz; rwz; rwz; rf -l; rs -K 8; rf; rfz -l; rf -l; rs -K 8; b -l; rfz; ifraig; rwz; dc2; rfz; rf -l; rwz -l; rf -l; rwz -l; rfz -l; rfz -l; dc2; dc2; rfz -l; rs -K 8; rf -l; rfz -l; rw -l; rfz; rf -l; b -l; rwz; rfz; rs -K 8
0.328949,39,1972.63261,13763.7529296875,1417.3909912109375,dc2; rs -K 8; rfz; &ifK3a_ifK3g; rwz; rwz; rf -l; rf -l; rfz; rwz -l; dc2; &ifK3a_ifK3g; rs -K 8; rs -K 8 -l; rs -K 8; b -l; rf -l; &ifK3a_ifK3g; rwz -l; dc2; map_mst; ifraig; &ifK3a_ifK3g; rw -l; rwz; rf -l; rfz -l; rwz -l; ifraig; dc2; rf; dc2; rf -l; rfz; rs -K 8; rw -l; rw -l; rfz -l; rw -l
0.286942,39,2016.324007,14579.06640625,1421.8897705078125,b; dc2; rf -l; b -l; rw; rfz -l; rf -l; rs -K 8; b -l; b -l; rwz; rf -l; map_mst; rwz -l; rw; map_mst; b; rf -l; rf -l; rwz -l; ifraig; rwz; dc2; rwz; rs -K 8; b -l; rs -K 8; b; rwz -l; rwz -l; map_mst; ifraig; rw -l; rs -K 8 -l; rf; rfz -l; b; rf -l; rwz -l
0.218372,39,2066.16909,13554.734375,1676.40869140625,dc2; dc2; b -l; rf; b -l; rwz; rwz; rfz; rwz; dc2; rf -l; rf -l; rwz -l; rf; rfz -l; rfz; b; dc2; ifraig; rfz -l; b; map_mst; rf -l; b; rwz -l; rwz -l; b; ifraig; rwz -l; dc2; b; rfz; rf -l; rfz; rw -l; b; rf; rf -l; rfz
0.258705,39,2114.509802,14472.224609375,1489.1085205078125,rf -l; dc2; dc2; rs -K 8; rf -l; rs -K 8 -l; b -l; rfz; rwz; b; dc2; rf -l; rs -K 8; b -l; rs -K 8; rwz -l; rfz; ifraig; rwz; dc2; rf -l; rs -K 8; rwz -l; rwz; rs -K 8; rwz -l; rfz; rfz -l; map_mst; rfz -l; rw; dc2; rf; rs -K 8; rf -l; rf -l; rfz; ifraig; ifraig
0.29231,39,2166.612135,13826.97265625,1487.9449462890625,dc2; rf; b -l; dc2; rf -l; rwz -l; &ifK3a_ifK3g; rwz; rfz -l; rf -l; rf -l; rfz -l; rwz; rf -l; rf -l; rwz -l; rwz; rwz -l; rwz -l; dc2; dc2; map_mst; dc2; b -l; rwz -l; b -l; rwz -l; b -l; rf -l; rwz -l; map_mst; rwz -l; rw; ifraig; dc2; dc2; rs -K 8; b -l; ifraig
0.158834,39,2212.368985,15549.7451171875,1572.63916015625,&ifK3a_ifK3g; dc2; &ifK3a_ifK3g; rwz; b -l; rf -l; rwz; rwz; rwz; rf -l; rwz; rfz; ifraig; &ifK3a_ifK3g; rwz; rf -l; rwz; rs -K 8; rwz; rwz; rf -l; rwz -l; ifraig; rfz; dc2; rw; rf -l; rf -l; rwz -l; rfz -l; rwz -l; rwz -l; map_mst; map_mst; dc2; ifraig; dc2; &ifK3a_ifK3g; rs -K 8
0.209844,39,2270.497947,14476.6572265625,1586.77587890625,rf -l; b -l; &ifK3a_ifK3g; dc2; rf -l; rf -l; rf -l; dc2; rfz; rs -K 8 -l; dc2; rf -l; rf -l; rfz; &ifK3a_ifK3g; rwz; rwz; rwz; rf -l; rfz; rwz -l; dc2; dc2; rwz -l; map_mst; rw; ifraig; dc2; b -l; rfz; map_mst; rw -l; &ifK3a_ifK3g; rs -K 8 -l; rf; rf -l; rf -l; map_mst; rs -K 8
-0.018447,39,2314.80453,15775.79296875,1876.8006591796875,b -l; dc2; rs -K 8; b -l; rwz; rf -l; rf -l; rwz; rw -l; rwz; b; rfz; &ifK3a_ifK3g; rwz; dc2; rwz; rfz -l; dc2; rs -K 8; rfz -l; rf; ifraig; ifraig; dc2; b -l; rw; rfz -l; dc2; dc2; b -l; rf -l; rfz; dc2; rfz -l; dc2; rf -l; &ifK3a_ifK3g; rs -K 8; rf
0.285426,39,2362.379874,13506.912109375,1538.0203857421875,rf; dc2; rf; rs -K 8; b; rf -l; rwz -l; rfz; &ifK3a_ifK3g; dc2; rf -l; rfz; rfz; rwz; dc2; rs -K 8; b -l; rf -l; rfz; dc2; rwz -l; dc2; rfz -l; rfz -l; dc2; rs -K 8; dc2; rwz -l; ifraig; rfz -l; b -l; ifraig; rs -K 8; rwz; ifraig; rfz -l; rf -l; map_mst; ifraig
0.193347,39,2404.929689,14625.255859375,1603.4439697265625,rf -l; rwz; ifraig; dc2; b -l; rfz; rf -l; rwz -l; rwz; ifraig; dc2; rs -K 8; b -l; rfz -l; dc2; b; dc2; rf -l; rw -l; b; b -l; rf -l; ifraig; rwz; rfz; rwz; rs -K 8; rwz -l; rwz -l; rf; rw -l; rf; dc2; b -l; b -l; rf -l; rfz; ifraig; rfz
0.060113,39,2457.179289,13373.708984375,2043.1231689453125,rf -l; rs -K 8; b -l; rs -K 8; rf -l; rwz; rfz; &ifK3a_ifK3g; rwz; rwz; rwz; rf -l; rf -l; rwz; rfz; rfz; rwz; b; dc2; rf -l; rfz -l; dc2; rfz -l; dc2; rwz -l; dc2; dc2; rfz -l; ifraig; rfz -l; dc2; dc2; rf -l; b; ifraig; rf; rfz; map_mst; rf -l
0.28341,39,2498.594115,14018.728515625,1486.0484619140625,dc2; rs -K 8; rs -K 8; rwz; rf -l; b -l; dc2; dc2; rf -l; rs -K 8; dc2; rf -l; b -l; ifraig; rwz; rfz; rfz; dc2; rs -K 8 -l; rwz; b -l; rf -l; rf -l; rf; rwz -l; rwz -l; dc2; rs -K 8; rfz; rfz -l; dc2; dc2; rfz; rfz -l; rf -l; rfz -l; rfz -l; rfz -l; rfz -l
0.257749,39,2541.610056,14447.9638671875,1493.5338134765625,rfz -l; b -l; rf -l; dc2; rwz -l; rfz; dc2; dc2; rf -l; rf -l; rfz; b -l; rwz; dc2; rf -l; rs -K 8; rwz -l; dc2; rf -l; b -l; b -l; rw -l; rf; rf -l; rfz; rwz; rfz; rwz; rf -l; rwz -l; b -l; rwz -l; b -l; rwz -l; ifraig; rf; dc2; rf -l; rs -K 8
0.297791,39,2584.426191,13958.0751953125,1462.5537109375,b; rfz; dc2; dc2; dc2; b -l; rs -K 8; rs -K 8; rf; rs -K 8; dc2; b -l; rf; rf -l; dc2; b -l; rwz -l; rfz -l; rf -l; dc2; rf; rs -K 8; rfz -l; rw; rfz -l; rs -K 8 -l; dc2; rfz -l; b -l; rf -l; dc2; b -l; rs -K 8; dc2; b; rwz -l; b; rfz -l; rwz -l
0.296843,39,2626.381246,13814.1416015625,1479.7867431640625,dc2; b -l; dc2; dc2; rs -K 8; rf -l; rfz; &ifK3a_ifK3g; rf -l; rwz; rwz; rwz; rf -l; rf -l; rfz; &ifK3a_ifK3g; rwz; rwz; rf -l; dc2; rf -l; rwz -l; rwz -l; rfz -l; map_mst; rf; rf -l; rwz -l; rs -K 8; rf; dc2; rf; rw -l; rfz -l; ifraig; rw -l; dc2; dc2; rf -l
