#{"t_start": 1667833079.959336, "env_id": "abc-asic-v0"}
r,l,t,nd,lev,seq
0.442621,39,29583.251776,12597.8203125,1286.251708984375,dc2; dc2; map_mst; dc2; rfz -l; dc2; map_mst; rw -l; dc2; dc2; rfz -l; dc2; ifraig; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; dc2; rw -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.376138,39,29669.248739,12435.2236328125,1458.4984130859375,dc2; dc2; dc2; map_mst; rfz -l; &ifK3a_ifK3g; dc2; map_mst; rfz -l; dc2; rw -l; dc2; map_mst; ifraig; dc2; rw -l; dc2; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; rfz -l; ifraig; rw -l; rw -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.358318,39,29758.543541,12803.1064453125,1457.0531005859375,dc2; dc2; dc2; map_mst; rfz -l; map_mst; &ifK3a_ifK3g; dc2; rfz -l; dc2; dc2; ifraig; dc2; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; ifraig; dc2; rwz -l; dc2; ifraig; rw -l; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig
0.416389,39,29847.54091,12027.68359375,1410.62744140625,dc2; dc2; map_mst; dc2; rfz -l; rw -l; dc2; dc2; &ifK3a_ifK3g; rfz -l; map_mst; dc2; dc2; ifraig; map_mst; &ifK3a_ifK3g; dc2; ifraig; rf; dc2; dc2; ifraig; map_mst; rw -l; &ifK3a_ifK3g; ifraig; dc2; rf -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.399137,39,29928.571292,12704.1953125,1374.9888916015625,dc2; dc2; dc2; rfz -l; dc2; map_mst; dc2; ifraig; rw -l; dc2; dc2; map_mst; ifraig; dc2; rw -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; dc2; dc2; ifraig; rfz -l; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.417414,39,30011.502619,12410.2626953125,1364.739013671875,dc2; dc2; dc2; map_mst; dc2; map_mst; ifraig; dc2; dc2; dc2; rfz -l; dc2; ifraig; dc2; rw -l; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; rfz -l; rw -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.406027,39,30095.981511,12530.8681640625,1378.023193359375,dc2; dc2; dc2; rfz -l; map_mst; dc2; dc2; ifraig; map_mst; dc2; dc2; ifraig; map_mst; rw -l; &ifK3a_ifK3g; dc2; dc2; rfz -l; ifraig; dc2; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.388674,39,30167.881879,12059.1767578125,1473.75634765625,dc2; dc2; dc2; map_mst; rfz -l; rw -l; &ifK3a_ifK3g; &ifK3a_ifK3g; rfz -l; map_mst; dc2; dc2; ifraig; rfz -l; &ifK3a_ifK3g; dc2; rwz -l; rfz -l; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rf -l; rf -l; rwz -l; rw -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; rw -l; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig
0.285935,39,30247.620687,12222.9384765625,1698.37255859375,dc2; dc2; map_mst; dc2; rfz -l; &ifK3a_ifK3g; map_mst; rw -l; dc2; dc2; map_mst; ifraig; dc2; &ifK3a_ifK3g; rf -l; rf -l; rwz -l; rwz -l; rw -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rf; rfz -l; ifraig; dc2; rw -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.464827,39,30327.921175,12001.08984375,1296.4149169921875,dc2; dc2; map_mst; dc2; rfz -l; dc2; map_mst; &ifK3a_ifK3g; rfz -l; dc2; dc2; map_mst; ifraig; dc2; &ifK3a_ifK3g; rf -l; rwz -l; rwz -l; rw -l; map_mst; &ifK3a_ifK3g; ifraig; dc2; rwz; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.435236,39,30415.39582,12306.6865234375,1334.1258544921875,dc2; dc2; dc2; map_mst; rfz -l; dc2; &ifK3a_ifK3g; map_mst; rfz -l; rw -l; &ifK3a_ifK3g; dc2; rfz -l; dc2; ifraig; dc2; dc2; map_mst; ifraig; dc2; rw -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.341833,39,30495.492582,12151.7880859375,1574.586181640625,dc2; dc2; dc2; map_mst; rw -l; dc2; &ifK3a_ifK3g; map_mst; rfz -l; dc2; rw -l; dc2; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rfz -l; rwz -l; rw -l; rw -l; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.365246,39,30581.90613,12737.3212890625,1448.7657470703125,dc2; dc2; dc2; rfz -l; map_mst; rw -l; &ifK3a_ifK3g; dc2; map_mst; rfz -l; &ifK3a_ifK3g; rw -l; dc2; rfz -l; dc2; dc2; map_mst; ifraig; dc2; dc2; rfz -l; ifraig; rw -l; &ifK3a_ifK3g; dc2; ifraig; rf -l; dc2; dc2; ifraig; rfz -l; &ifK3a_ifK3g; dc2; ifraig; rf -l; dc2; dc2; ifraig; ifraig
0.42326,39,30660.363399,11455.447265625,1463.6552734375,dc2; dc2; map_mst; dc2; rfz -l; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; &ifK3a_ifK3g; ifraig; dc2; rwz -l; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; rfz -l; &ifK3a_ifK3g; dc2; ifraig; rfz -l; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig
0.373499,39,30742.682611,12585.22265625,1447.209716796875,dc2; dc2; rfz -l; dc2; map_mst; map_mst; rw -l; &ifK3a_ifK3g; &ifK3a_ifK3g; rf -l; rf -l; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rf -l; rf -l; dc2; rw -l; dc2; ifraig; dc2; rfz -l; &ifK3a_ifK3g; rfz -l; dc2; rfz -l; ifraig; dc2; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig
0.363752,39,30832.59525,12673.869140625,1459.446044921875,map_mst; dc2; dc2; map_mst; rfz -l; dc2; dc2; dc2; rfz -l; map_mst; dc2; &ifK3a_ifK3g; rfz -l; map_mst; dc2; ifraig; &ifK3a_ifK3g; rwz; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; rfz -l; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.373801,39,30907.349624,12355.208984375,1473.44091796875,dc2; dc2; map_mst; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; &ifK3a_ifK3g; rfz -l; map_mst; rw -l; &ifK3a_ifK3g; ifraig; dc2; rf -l; dc2; rfz -l; dc2; ifraig; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.421134,39,30996.978468,12522.2373046875,1343.8994140625,map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; rw -l; &ifK3a_ifK3g; dc2; map_mst; rfz -l; &ifK3a_ifK3g; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rwz; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig
0.368164,39,31086.817575,11465.9453125,1602.0093994140625,dc2; dc2; map_mst; dc2; map_mst; &ifK3a_ifK3g; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; rfz -l; dc2; map_mst; dc2; ifraig; &ifK3a_ifK3g; rwz; dc2; rfz -l; ifraig; dc2; dc2; ifraig; map_mst; &ifK3a_ifK3g; dc2; ifraig; rwz; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.308589,39,31174.6967,11922.9404296875,1685.8687744140625,&ifK3a_ifK3g; dc2; map_mst; dc2; rw -l; dc2; map_mst; dc2; rfz -l; dc2; rfz -l; dc2; map_mst; rw -l; ifraig; &ifK3a_ifK3g; dc2; rwz -l; rfz -l; map_mst; &ifK3a_ifK3g; ifraig; dc2; rwz; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.316177,39,31259.71161,12111.8974609375,1641.3531494140625,dc2; dc2; dc2; map_mst; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; map_mst; rw -l; &ifK3a_ifK3g; rw -l; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rfz -l; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; rwz; rwz; rwz; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.429118,39,31348.531941,12500.30859375,1327.6884765625,dc2; dc2; map_mst; &ifK3a_ifK3g; rfz -l; dc2; map_mst; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rfz -l; map_mst; rw -l; &ifK3a_ifK3g; &ifK3a_ifK3g; rf -l; rwz; rwz -l; rw -l; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rwz; ifraig; dc2; dc2; ifraig; ifraig; dc2; &ifK3a_ifK3g; rwz; ifraig; rwz; dc2
0.239612,39,31719.633977,14465.6923828125,1528.1527099609375,dc2; dc2; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; rfz -l; map_mst; &ifK3a_ifK3g; dc2; rfz -l; rfz -l; rw -l; dc2; map_mst; ifraig; dc2; &ifK3a_ifK3g; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rfz -l; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rwz; rs -K 8; ifraig; &ifK3a_ifK3g; rwz; rwz; rf; ifraig
0.390595,39,31794.369575,12087.169921875,1465.7237548828125,dc2; dc2; map_mst; dc2; map_mst; ifraig; dc2; &ifK3a_ifK3g; dc2; rfz -l; map_mst; dc2; &ifK3a_ifK3g; ifraig; rwz -l; dc2; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rwz; rwz; ifraig; rwz; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig
0.326293,39,31868.65846,12468.81640625,1570.783447265625,dc2; dc2; dc2; map_mst; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz; rf -l; rf -l; dc2; rwz -l; rw -l; dc2; map_mst; dc2; ifraig; dc2; dc2; rw -l; ifraig; dc2; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; dc2; rwz; rfz -l; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig
0.346167,39,31962.866654,12586.85546875,1510.1512451171875,dc2; dc2; map_mst; dc2; rfz -l; dc2; dc2; map_mst; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rf -l; rwz -l; rwz -l; dc2; map_mst; ifraig; dc2; &ifK3a_ifK3g; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rwz -l; rwz -l; rw -l; dc2; dc2; ifraig; ifraig; &ifK3a_ifK3g; dc2; rfz; ifraig; rw -l; dc2; ifraig
0.373269,39,32050.781144,12814.7705078125,1421.8095703125,dc2; dc2; map_mst; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz -l; rf -l; map_mst; &ifK3a_ifK3g; dc2; rfz -l; rf -l; dc2; dc2; rfz -l; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz; rwz; rwz; rwz; rs -K 8; ifraig; dc2; dc2; ifraig; dc2; rfz -l; rw -l; ifraig; &ifK3a_ifK3g; dc2; rf; b -l; ifraig; dc2; ifraig
0.273537,39,32137.37805,11966.564453125,1764.87841796875,dc2; dc2; dc2; map_mst; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz -l; rf -l; rwz -l; dc2; map_mst; dc2; ifraig; &ifK3a_ifK3g; rwz; dc2; rwz; rfz -l; map_mst; &ifK3a_ifK3g; ifraig; dc2; rwz; dc2; rfz -l; ifraig; dc2; rw -l; dc2; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig
0.370059,39,32225.271981,12328.1484375,1485.499267578125,dc2; dc2; map_mst; dc2; map_mst; &ifK3a_ifK3g; rfz -l; dc2; map_mst; dc2; ifraig; &ifK3a_ifK3g; dc2; rf -l; rf -l; rwz -l; &ifK3a_ifK3g; rwz -l; map_mst; ifraig; dc2; rw -l; dc2; ifraig; dc2; rfz -l; rw -l; map_mst; ifraig; &ifK3a_ifK3g; ifraig; dc2; rf; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.307565,39,32314.590754,13614.9208984375,1478.544921875,dc2; dc2; dc2; map_mst; map_mst; dc2; rw -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rf; rwz; rwz; ifraig; dc2; ifraig; dc2; rw -l; dc2; ifraig; dc2; ifraig; dc2; rw -l; dc2; ifraig; dc2; ifraig; &ifK3a_ifK3g; ifraig
0.389905,39,32399.491251,11971.6962890625,1481.536865234375,dc2; dc2; map_mst; dc2; map_mst; &ifK3a_ifK3g; dc2; ifraig; rwz -l; dc2; dc2; map_mst; rfz -l; dc2; &ifK3a_ifK3g; map_mst; ifraig; dc2; &ifK3a_ifK3g; rwz -l; rfz -l; rwz -l; map_mst; rwz -l; &ifK3a_ifK3g; ifraig; dc2; rwz -l; dc2; ifraig; &ifK3a_ifK3g; rf; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.427271,39,32492.695464,12062.208984375,1380.3629150390625,dc2; dc2; dc2; map_mst; map_mst; dc2; &ifK3a_ifK3g; rfz -l; map_mst; dc2; dc2; ifraig; rw -l; dc2; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.310571,39,32584.358943,12248.599609375,1636.341796875,dc2; dc2; map_mst; map_mst; dc2; &ifK3a_ifK3g; rfz -l; map_mst; dc2; map_mst; ifraig; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz; rf -l; rf -l; rwz -l; rwz -l; map_mst; dc2; ifraig; &ifK3a_ifK3g; rwz; rf; rwz; rwz; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig
0.352486,39,32668.346089,12010.4208984375,1567.3333740234375,dc2; dc2; map_mst; map_mst; map_mst; &ifK3a_ifK3g; ifraig; dc2; rf -l; dc2; map_mst; rw -l; &ifK3a_ifK3g; ifraig; dc2; rwz -l; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz -l; rfz -l; map_mst; &ifK3a_ifK3g; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.440081,39,32771.666193,11897.513671875,1368.1697998046875,dc2; &ifK3a_ifK3g; dc2; map_mst; rfz -l; map_mst; &ifK3a_ifK3g; dc2; map_mst; rfz -l; dc2; &ifK3a_ifK3g; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rwz -l; rw -l; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.386543,39,32869.668572,12139.4248046875,1469.118896484375,dc2; dc2; map_mst; dc2; map_mst; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz; rf -l; rwz -l; rw -l; &ifK3a_ifK3g; dc2; ifraig; rfz -l; dc2; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz -l; rwz -l; map_mst; rw -l; &ifK3a_ifK3g; ifraig; dc2; rf; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.402728,39,32960.179032,12176.982421875,1425.9454345703125,dc2; rw -l; &ifK3a_ifK3g; dc2; map_mst; rfz -l; &ifK3a_ifK3g; dc2; map_mst; rfz -l; map_mst; &ifK3a_ifK3g; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; ifraig; rwz; rw -l; dc2; ifraig; dc2; rwz -l; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.378104,39,33051.391891,11461.279296875,1577.449951171875,dc2; &ifK3a_ifK3g; map_mst; &ifK3a_ifK3g; rfz -l; dc2; map_mst; rw -l; dc2; dc2; map_mst; rfz -l; rw -l; &ifK3a_ifK3g; dc2; map_mst; ifraig; dc2; &ifK3a_ifK3g; dc2; ifraig; rfz -l; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.373232,38,33142.780139,12932.1103515625,1408.990234375,dc2; dc2; map_mst; map_mst; &ifK3a_ifK3g; dc2; rfz -l; map_mst; dc2; dc2; ifraig; dc2; dc2; rfz -l; map_mst; map_mst; rw -l; ifraig; &ifK3a_ifK3g; dc2; rf -l; rwz -l; map_mst; rw -l; &ifK3a_ifK3g; ifraig; dc2; rf; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.280636,39,33238.225204,11659.333984375,1793.683349609375,&ifK3a_ifK3g; dc2; map_mst; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; &ifK3a_ifK3g; rfz -l; dc2; map_mst; &ifK3a_ifK3g; ifraig; dc2; dc2; dc2; ifraig; rfz -l; rw -l; &ifK3a_ifK3g; dc2; ifraig; rf -l; dc2; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; dc2; ifraig; ifraig
0.322539,34,33324.353607,12569.826171875,1566.843505859375,dc2; dc2; map_mst; map_mst; dc2; dc2; rfz -l; map_mst; map_mst; &ifK3a_ifK3g; rw -l; dc2; map_mst; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rfz -l; map_mst; rw -l; &ifK3a_ifK3g; ifraig; dc2; rwz; dc2; ifraig; rwz -l; dc2; dc2; ifraig; ifraig; dc2; dc2
0.353337,39,33416.375935,11977.0615234375,1569.634033203125,dc2; dc2; map_mst; dc2; rfz -l; map_mst; dc2; map_mst; &ifK3a_ifK3g; rfz -l; dc2; map_mst; &ifK3a_ifK3g; rfz -l; dc2; rwz -l; map_mst; dc2; ifraig; &ifK3a_ifK3g; rwz; dc2; ifraig; dc2; rwz -l; &ifK3a_ifK3g; rwz -l; ifraig; dc2; &ifK3a_ifK3g; rwz; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.353059,39,33516.296208,11846.658203125,1587.5936279296875,&ifK3a_ifK3g; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; map_mst; dc2; dc2; rfz -l; rfz -l; map_mst; &ifK3a_ifK3g; dc2; ifraig; rwz; dc2; dc2; ifraig; rwz -l; dc2; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rwz; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.329152,39,33619.750326,12513.3720703125,1558.5501708984375,dc2; dc2; map_mst; &ifK3a_ifK3g; rfz -l; dc2; map_mst; map_mst; &ifK3a_ifK3g; dc2; rfz -l; map_mst; &ifK3a_ifK3g; &ifK3a_ifK3g; rwz; rf -l; rf -l; rwz -l; rwz -l; rwz -l; map_mst; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rfz -l; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig
0.407482,34,33714.354645,11507.46875,1496.8997802734375,&ifK3a_ifK3g; dc2; map_mst; dc2; map_mst; dc2; dc2; rfz -l; map_mst; dc2; map_mst; ifraig; dc2; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz; rwz -l; map_mst; rw -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2
0.329335,39,33807.090155,11887.482421875,1640.1605224609375,dc2; dc2; map_mst; dc2; map_mst; &ifK3a_ifK3g; rfz -l; rwz -l; map_mst; &ifK3a_ifK3g; dc2; rfz -l; map_mst; &ifK3a_ifK3g; rw -l; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz -l; rfz -l; map_mst; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.270602,39,33901.064798,12304.353515625,1723.3616943359375,&ifK3a_ifK3g; dc2; map_mst; dc2; rfz -l; map_mst; map_mst; &ifK3a_ifK3g; ifraig; dc2; rf -l; dc2; rfz -l; rw -l; map_mst; &ifK3a_ifK3g; dc2; rwz -l; rwz -l; map_mst; rw -l; &ifK3a_ifK3g; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz -l; rwz -l; map_mst; rw -l; ifraig; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; ifraig
0.323969,39,33993.069482,11827.7626953125,1661.6307373046875,dc2; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; map_mst; ifraig; dc2; dc2; dc2; rfz -l; map_mst; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; ifraig; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2
0.316603,36,34091.378494,12045.1796875,1649.41748046875,dc2; dc2; map_mst; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; map_mst; rw -l; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz -l; rwz -l; map_mst; rw -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.287518,34,34187.281728,12185.1474609375,1699.862548828125,dc2; dc2; map_mst; dc2; map_mst; dc2; dc2; map_mst; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz -l; map_mst; map_mst; dc2; ifraig; dc2; dc2; &ifK3a_ifK3g; ifraig; rf; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig
0.230085,39,34287.133011,12039.1142578125,1859.1700439453125,dc2; dc2; map_mst; dc2; map_mst; rw -l; dc2; dc2; map_mst; map_mst; ifraig; &ifK3a_ifK3g; dc2; rf -l; rfz -l; map_mst; rw -l; &ifK3a_ifK3g; ifraig; dc2; rwz; dc2; ifraig; dc2; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2
0.379173,39,34379.285664,12056.1435546875,1497.0389404296875,dc2; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; rfz -l; map_mst; map_mst; dc2; ifraig; dc2; rfz -l; dc2; map_mst; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2
0.385403,34,34471.889806,12062.67578125,1481.2135009765625,dc2; dc2; map_mst; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; map_mst; map_mst; &ifK3a_ifK3g; ifraig; dc2; rf; dc2; map_mst; ifraig; &ifK3a_ifK3g; dc2; rwz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rf; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.411191,39,34572.769395,12532.2685546875,1365.889404296875,dc2; dc2; dc2; map_mst; map_mst; dc2; dc2; rfz -l; map_mst; dc2; map_mst; ifraig; dc2; dc2; dc2; ifraig; dc2; dc2; dc2; ifraig; rwz -l; dc2; dc2; rfz -l; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2
0.39583,39,34669.95221,12246.966796875,1434.1732177734375,dc2; &ifK3a_ifK3g; dc2; map_mst; rfz -l; dc2; dc2; map_mst; rwz -l; dc2; dc2; rfz -l; map_mst; dc2; ifraig; dc2; dc2; rfz -l; map_mst; ifraig; &ifK3a_ifK3g; dc2; rf; rfz -l; map_mst; &ifK3a_ifK3g; ifraig; dc2; rwz -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
0.425267,39,34763.145248,11254.8271484375,1484.560546875,dc2; &ifK3a_ifK3g; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; rfz -l; dc2; map_mst; dc2; ifraig; dc2; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; ifraig; rfz -l; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.408024,38,34862.307446,11900.779296875,1446.1026611328125,&ifK3a_ifK3g; dc2; dc2; map_mst; map_mst; dc2; dc2; rfz -l; map_mst; dc2; dc2; rw -l; map_mst; dc2; dc2; ifraig; map_mst; dc2; dc2; ifraig; rfz -l; dc2; dc2; ifraig; rfz -l; &ifK3a_ifK3g; dc2; ifraig; rwz -l; rwz -l; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2
0.333202,39,34957.066375,12111.8974609375,1600.4888916015625,dc2; &ifK3a_ifK3g; dc2; map_mst; rfz -l; dc2; dc2; map_mst; rfz -l; dc2; dc2; map_mst; ifraig; dc2; &ifK3a_ifK3g; dc2; rfz -l; rwz -l; map_mst; dc2; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; rfz -l; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2; ifraig; ifraig; dc2; dc2
0.361795,39,35055.187063,11801.40234375,1572.1612548828125,dc2; dc2; dc2; map_mst; map_mst; dc2; ifraig; dc2; map_mst; dc2; rfz -l; dc2; map_mst; &ifK3a_ifK3g; ifraig; dc2; rwz; &ifK3a_ifK3g; rfz -l; rwz -l; map_mst; dc2; ifraig; dc2; rfz -l; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig; dc2; ifraig
